trade_date,close,sentiment_index,agreement_index,return,volatility,volume_million
2023-08-08,3979.7322,0.03155006858710562,0.0004978273299507396,0.0,0.9748531513703793,109.871699
2023-08-09,3967.5652,0.023411371237458192,0.0002740837125497775,-0.3061923794584487,0.5102170487550102,94.640269
2023-08-10,3975.7166,0.012640449438202247,7.989367249927604e-05,0.20524017821905416,0.7845843495205482,97.176849
2023-08-11,3884.2538,0.012404580152671756,7.693976424572035e-05,-2.327411528862217,2.3842984538802803,126.082931
2023-08-14,3855.9061,-0.01028999064546305,5.294335524130833e-05,-0.7324868507294283,1.1833047808985258,115.966336
2023-08-15,3846.5357,0.01899335232668566,0.00018038998657643468,-0.24330997535639382,1.3963872377270228,103.097111
2023-08-16,3818.3338,0.026892430278884463,0.0003616668045911542,-0.7358775583763774,0.9070968252341272,94.616946
2023-08-17,3831.1008,0.0160857908847185,0.0001293847043942753,0.3338027585623975,1.4084914862971607,98.415493
2023-08-18,3784.0038,0.022377622377622378,0.00025041034430794973,-1.2369521622880495,1.5781235276668513,95.549638
2023-08-21,3729.555,0.0008665511265164644,3.7545549791406785e-07,-1.4493731827957879,1.3993220305769176,98.708369
2023-08-22,3758.2271,0.004541326067211626,1.0311874391710774e-05,0.7658406656251673,1.7492822921955218,120.318327
2023-08-23,3696.6339,0.0234375,0.00027469593205253773,-1.6524681432167936,1.6409444453272197,97.081638
2023-08-24,3723.4293,-0.020531400966183576,0.00021079142933044803,0.7222449662964919,1.2693229828233732,119.614521
2023-08-25,3709.1517,0.010543390105433901,5.558308219721919e-05,-0.3841900293230313,1.0329468686717798,105.18261
2023-08-28,3752.6194,0.004081632653061225,8.329897250858309e-06,1.1650904623430016,4.469913551830189,197.990379
2023-08-29,3790.1067,0.021929824561403508,0.00024048751977057137,0.9940068925598319,1.8087209546355294,152.486146
2023-08-30,3788.5097,0.04708520179372197,0.0011091231911043442,-0.04214489662355312,0.8812837881889583,129.671661
2023-08-31,3765.2678,0.022099447513812154,0.0002442226125500824,-0.6153735225727366,0.8468129269106204,118.961646
2023-09-01,3791.4912,0.041766109785202864,0.0008725846652938296,0.6940410634633973,0.7807030128132154,105.319045
2023-09-04,3848.9517,0.02217741935483871,0.00024594921012710547,1.5041427333904047,1.297111337524585,142.385201
2023-09-05,3820.3174,0.0472972972972973,0.001119143406796974,-0.7467317336902438,0.6596391750900482,104.052333
2023-09-06,3812.0283,0.023066485753052916,0.00026606677826312986,-0.21720984831716575,0.6999877556687695,93.442393
2023-09-07,3758.4748,0.020676691729323307,0.00021378564258522914,-1.4148172878386152,1.2005217248521782,95.103903
2023-09-08,3739.9927,0.007797270955165692,3.0399179229201323e-05,-0.49295772575835517,0.7562197038077048,71.638166
2023-09-11,3767.537,0.018159806295399514,0.00016490287882298116,0.7337812753509666,1.4249310521842282,105.358016
2023-09-12,3760.6048,0.02106969205834684,0.0002219906016304174,-0.1841676775899936,0.5225888310447779,79.385378
2023-09-13,3736.6513,0.006436041834271922,2.0711531729999955e-05,-0.6389959522627915,1.327598306372525,81.576901
2023-09-14,3733.5077,0.004335260115606936,9.397284289502927e-06,-0.0841642108438964,0.8439983432377097,100.386075
2023-09-15,3708.7766,-0.0025795356835769563,3.327007705888896e-06,-0.6646129074407006,1.3330128531002463,109.395689
2023-09-18,3727.711,0.0257201646090535,0.0003308181540839783,0.50923075341599,1.2497547835564458,86.727741
2023-09-19,3720.5021,0.034912718204488775,0.0006096347734915186,-0.19357400638905928,0.5757096047106661,83.199038
2023-09-20,3705.6898,0.0034802784222737818,6.056187286995751e-06,-0.39892100400266667,0.36082798698392454,75.448209
2023-09-21,3672.4448,-0.004995004995004995,1.2475115264254377e-05,-0.9011823935405731,0.9757860846383112,83.031005
2023-09-22,3738.9327,0.022562449637389202,0.0002545644683541459,1.7942598048036211,2.0432225833566005,110.231166
2023-09-25,3714.6037,0.01335113484646195,8.913037295588122e-05,-0.6528199527715004,0.7210722783721816,92.596479
2023-09-26,3692.8928,0.03571428571428571,0.000637958597626942,-0.5861889281666779,0.8422044393573855,78.044525
2023-09-27,3700.495,0.02127659574468085,0.00022637238546974192,0.2056486927205133,0.9897388798002091,91.62921
2023-09-28,3689.5172,0.014729950900163666,0.00010849161197556967,-0.29709851019892153,0.831112456810288,85.221719
2023-10-09,3684.7272,0.011135857461024499,6.200558304225723e-05,-0.1299116333512036,1.4223965621070376,102.148058
2023-10-10,3657.1259,0.0364741641337386,0.0006654037056732509,-0.751892734950509,1.2414886750641394,99.16373
2023-10-11,3667.5483,0.019858156028368795,0.00019719262288875328,0.2845834981727006,0.8486708775718323,102.091587
2023-10-12,3702.3824,0.02010968921389397,0.00020222024665372818,0.9453103650197868,0.7750982193773257,114.363225
2023-10-13,3663.4104,0.0032520325203252032,5.287871737369443e-06,-1.0581987499846852,0.7061427604801909,98.287987
2023-10-16,3626.5972,0.007518796992481203,2.8266553606104416e-05,-1.009971866830757,1.326144938226124,91.853118
2023-10-17,3639.4018,0.01864406779661017,0.00017381573795771654,0.35245293194286,0.7278407948162311,90.745188
2023-10-18,3610.5767,-0.01873536299765808,0.00017552231736894797,-0.7951817205375517,0.637508338414671,94.545879
2023-10-19,3533.5445,0.012724550898203593,8.096037507165921e-05,-2.1566035463477813,1.5787364303047569,111.73752
2023-10-20,3510.5889,0.0010438413361169101,5.448025158782954e-07,-0.6517673632614437,0.9644857829552751,98.518605
2023-10-23,3474.2438,0.001095290251916758,5.998305478982502e-07,-1.0406957357291196,1.5727791766995025,96.561652
2023-10-24,3487.1302,0.0,0.0,0.3702261857848989,1.2061503671756335,115.547289
2023-10-25,3504.4576,0.026570048309178744,0.0003530460543342828,0.49566524718555005,0.8792012816386385,128.009617
2023-10-26,3514.1448,0.02329450915141431,0.0002713538947707317,0.276043736325128,1.07301482798206,105.143566
2023-10-27,3562.3851,0.04774535809018567,0.0011404599340105737,1.3634096924963093,2.3203432309006002,120.225108
2023-10-30,3583.7718,0.018148820326678767,0.00016470340323060384,0.5985528767481467,1.0828709571826518,144.010426
2023-10-31,3572.5056,-0.006666666666666667,2.222246914129755e-05,-0.31486228601462724,0.759325114656387,112.587267
2023-11-01,3571.0268,0.032520325203252036,0.0005289256568378198,-0.041402486566009575,1.1649750768182003,97.645538
2023-11-02,3554.1889,0.004987531172069825,1.2437810945731265e-05,-0.4726293786034514,1.2146509175300064,90.359643
2023-11-03,3584.1364,0.035218783351120594,0.0006203737821813826,0.8390672725506256,1.0502483894592924,97.542101
2023-11-06,3632.6084,0.025500910746812388,0.0003252011023369139,1.343340529964992,0.9717318650419372,152.982463
2023-11-07,3619.7593,0.04054054054054054,0.0008221056425032902,-0.3543425809558976,0.6127087301733136,110.288591
2023-11-08,3611.0723,0.011574074074074073,6.698183861941764e-05,-0.24027676648927782,0.9758615081271667,110.59423
2023-11-09,3612.8263,0.008962868117797696,4.016730915490374e-05,0.048561036957762406,0.6377075664475873,111.872057
2023-11-10,3586.4893,0.02434782608695652,0.0002964522595514385,-0.7316561449093594,0.6508432172405434,102.107034
2023-11-13,3579.4141,0.028938906752411574,0.00041881786621489336,-0.1974685368791237,1.0226387217740673,96.707649
2023-11-14,3582.0584,0.019963702359346643,0.00019929456510814347,0.07384794454416722,0.8722602274396797,100.884158
2023-11-15,3607.2454,0.0018796992481203006,1.7666361922241691e-06,0.7006826738225458,0.6563171694862006,104.929218
2023-11-16,3572.3641,-0.002277904328018223,2.5944274293365766e-06,-0.9716844474267466,0.9174641951922583,87.46478
2023-11-17,3568.0685,0.013774104683195593,9.486747983111776e-05,-0.12031765465315332,0.7486106793892227,87.319207
2023-11-20,3576.3233,-0.004796163069544364,1.1501656238865898e-05,0.23108485381220117,1.17411241036956,91.080445
2023-11-21,3581.0674,-0.023622047244094488,0.00027903948951946145,0.1325650895305748,1.0951558816855456,108.594314
2023-11-22,3544.4162,-0.024271844660194174,0.00029460461754460265,-1.0287448626604225,0.8417717471935975,84.784381
2023-11-23,3561.5204,-0.003076923076923077,4.733739014772809e-06,0.48140685727025506,0.9060482389574872,84.800167
2023-11-24,3538.0087,-0.019417475728155338,0.00018853695491849454,-0.6623477592530993,0.751290935523922,85.018403
2023-11-27,3511.9424,-0.020316027088036117,0.00020639177710368717,-0.7394780023751533,1.1834462670677843,99.102314
2023-11-28,3518.5232,-0.024096385542168676,0.0002903600525784311,0.18720813944303416,0.5678313365770448,89.335789
2023-11-29,3488.3073,0.00597609561752988,1.785701885148594e-05,-0.8624751891447944,1.0555996290135823,98.841412
2023-11-30,3496.2028,0.004347826086956522,9.451840509822063e-06,0.22608610339468074,0.6777508900350478,101.35082
2023-12-01,3482.8813,0.0026905829596412557,3.6196248821562804e-06,-0.38175542772575605,1.2107170045958517,108.530941
2023-12-04,3460.138,-0.003278688524590164,5.374913665479042e-06,-0.6551438319548502,0.8210434926790605,97.156826
2023-12-05,3394.2571,-0.006910850034554251,2.3880209232274296e-05,-1.9223557398418245,1.644555577250454,100.472007
2023-12-06,3399.598,0.0077951002227171495,3.0382255281846682e-05,0.15722740687378373,1.0974680677084958,105.805519
2023-12-07,3391.2823,-0.0016420361247947454,1.348142226298421e-06,-0.24490798803973207,1.022704624883545,97.713248
2023-12-08,3399.4618,0.02147239263803681,0.0002305584013893025,0.24090155173751376,0.763646104384969,129.522054
2023-12-11,3419.4548,0.0,0.0,0.5863998187248521,2.3538906203421472,139.626249
